ParameterName,Result,AddressOrNote,Mode
CrsCtrl_CrsCtrlModSt,RESOLVED,0x4000E138 (CrsCtrl_CrsCtrlModSt),DIRECT
EOP_CanCrsCtrlSetSpd,RESOLVED,0x4000D830 (EOP_CanCrsCtrlSetSpd),DIRECT
EIP_VehVFromGear,RESOLVED,0x4000E47A (EIP_VehVFromGear),DIRECT
EIP_VehVSelnFromInpSrc1,RESOLVED,0x4000DED0 (EIP_VehVSelnFromInpSrc1),DIRECT
EIP_VehVSelnFromInpSrc2,RESOLVED,0x4000DD84 (EIP_VehVSelnFromInpSrc2),DIRECT
EIP_VehVFromSrc1AndSrc2,RESOLVED,0x4000E202 (EIP_VehVFromSrc1AndSrc2),DIRECT
EIP_VehVRaw,RESOLVED,0x4000DBDC (EIP_VehVRaw),DIRECT
EIP_CanTrsmCurrentGear,RESOLVED,0x4000E73E (EIP_CanTrsmCurrentGear),DIRECT
EIP_CanTrsmSeldGear,RESOLVED,0x4000E2D8 (EIP_CanTrsmSeldGear),DIRECT
EIP_CanWhlBasVehSpd,RESOLVED,0x4000D8DE (EIP_CanWhlBasVehSpd),DIRECT
EIP_CanTachographVehSpd,RESOLVED,0x4000E1A0 (EIP_CanTachographVehSpd),DIRECT
EOP_CanWtrInFu,RESOLVED,0x4000E8FC (EOP_CanWtrInFu),DIRECT
EOP_CanAccrPedl1LoIdleSwt,RESOLVED,0x4000E008 (EOP_CanAccrPedl1LoIdleSwt),DIRECT
EOP_CanColdStrtLamp,RESOLVED,0x4000DC80 (EOP_CanColdStrtLamp),DIRECT
EOP_CanEngSt,RESOLVED,0x4000E8CC (EOP_CanEngSt),DIRECT
EOP_CanActEngPercTqHiResl,RESOLVED,0x4000DB88 (EOP_CanActEngPercTqHiResl),DIRECT
EOP_CanEngAmberWarnLampCmd,RESOLVED,0x4000DC23 (EOP_CanEngAmberWarnLampCmd),DIRECT
EOP_CanEngRedStopLampCmd,RESOLVED,0x4000DB1E (EOP_CanEngRedStopLampCmd),DIRECT
EOP_CanCrsCtrlSt,RESOLVED,0x4000E402 (EOP_CanCrsCtrlSt),DIRECT
EOP_CanEngBrkActvdLampCmd,RESOLVED,0x4000E87E (EOP_CanEngBrkActvdLampCmd),DIRECT
EOP_CanVehAccrRateLimSts,RESOLVED,0x4000DAC0 (EOP_CanVehAccrRateLimSts),DIRECT
EIP_CanTrsmOilLvlReq,RESOLVED,0x4000E16C (EIP_CanTrsmOilLvlReq),DIRECT
EIP_CanASREngCtrlActv,RESOLVED,0x4000E481 (EIP_CanASREngCtrlActv),DIRECT
EIP_CanASRBrkCtrlActv,RESOLVED,0x4000E2D4 (EIP_CanASRBrkCtrlActv),DIRECT
EIP_CanABSActv,RESOLVED,0x4000E094 (EIP_CanABSActv),DIRECT
EIP_CanTrsmEngCrkEna,RESOLVED,0x4000E148 (EIP_CanTrsmEngCrkEna),DIRECT
EIP_CanTrsmTqCnvLockUpEngd,RESOLVED,0x4000D99D (EIP_CanTrsmTqCnvLockUpEngd),DIRECT
EIP_CanTrfCaseSts,RESOLVED,0x4000E367 (EIP_CanTrfCaseSts),DIRECT
EIP_CanEngOvrdCtrlModFromTcu,RESOLVED,0x4000DB72 (EIP_CanEngOvrdCtrlModFromTcu),DIRECT
EIP_CanOvrdCtrlModPrioFromTcu,RESOLVED,0x4000E4E0 (EIP_CanOvrdCtrlModPrioFromTcu),DIRECT
EIP_CanEngPtoGovrEnaSwt,RESOLVED,0x4000E0FF (EIP_CanEngPtoGovrEnaSwt),DIRECT
EIP_CanEngRemPtoGovrProgdSpdCtrlSwt,RESOLVED,0x4000DFCC (EIP_CanEngRemPtoGovrProgdSpdCtrlSwt),DIRECT
EIP_CanEngPtoGovrSetSwt,RESOLVED,0x4000DF04 (EIP_CanEngPtoGovrSetSwt),DIRECT
EIP_CanEngPtoGovrCoastSwt,RESOLVED,0x4000E2AE (EIP_CanEngPtoGovrCoastSwt),DIRECT
EIP_CanEngPtoGovrResuSwt,RESOLVED,0x4000E3BE (EIP_CanEngPtoGovrResuSwt),DIRECT
EIP_CanEngPtoGovrAccrSwt,RESOLVED,0x4000E823 (EIP_CanEngPtoGovrAccrSwt),DIRECT
EIP_CanCrsCtrlSetSwt,RESOLVED,0x4000E3F8 (EIP_CanCrsCtrlSetSwt),DIRECT
EIP_CanCrsCtrlResuSwt,RESOLVED,0x4000E908 (EIP_CanCrsCtrlResuSwt),DIRECT
EIP_CanCrsCtrlEnaSwt,RESOLVED,0x4000E5B8 (EIP_CanCrsCtrlEnaSwt),DIRECT
EIP_CanVehLimSpdGovrEnaSwt,RESOLVED,0x4000E448 (EIP_CanVehLimSpdGovrEnaSwt),DIRECT
EIP_CanVehLimSpdGovrInctSwt,RESOLVED,0x4000DF24 (EIP_CanVehLimSpdGovrInctSwt),DIRECT
EIP_CanVehLimSpdGovrDecSwt,RESOLVED,0x4000E0F0 (EIP_CanVehLimSpdGovrDecSwt),DIRECT
EIP_CanEngOvrdCtrlModFromAbsAsc,RESOLVED,0x4000E183 (EIP_CanEngOvrdCtrlModFromAbsAsc),DIRECT
EIP_CanOvrdCtrlModPrioFromAbsAsc,RESOLVED,0x4000E25C (EIP_CanOvrdCtrlModPrioFromAbsAsc),DIRECT
PtoCtrl_CanPtoGovrSt,RESOLVED,0x4000DA99 (PtoCtrl_CanPtoGovrSt),DIRECT
EOP_CanPTOGovrSt,RESOLVED,0x4000E171 (EOP_CanPTOGovrSt),DIRECT
EOP_CanCrsCtrlActv,RESOLVED,0x4000E179 (EOP_CanCrsCtrlActv),DIRECT
EOP_CanHndBrkPrkg,RESOLVED,0x4000D9F6 (EOP_CanHndBrkPrkg),DIRECT
EOP_CanCrsCtrlSetSwt,RESOLVED,0x4000DFB5 (EOP_CanCrsCtrlSetSwt),DIRECT
EOP_CanCrsCtrlIncSwt,RESOLVED,0x4000DE11 (EOP_CanCrsCtrlIncSwt),DIRECT
EOP_CanCrsCtrlDecSwt,RESOLVED,0x4000E958 (EOP_CanCrsCtrlDecSwt),DIRECT
EOP_CanCrsCtrlResSwt,RESOLVED,0x4000DDD8 (EOP_CanCrsCtrlResSwt),DIRECT
EOP_CanBrkSwt,RESOLVED,0x4000DB69 (EOP_CanBrkSwt),DIRECT
EOP_CanCrsCtrlEnaSwt,RESOLVED,0x4000DBCC (EOP_CanCrsCtrlEnaSwt),DIRECT
EOP_CanEngStrtrMod,RESOLVED,0x4000E2CD (EOP_CanEngStrtrMod),DIRECT
EOP_CanEngShtdwnOvrdSwt,RESOLVED,0x4000DC40 (EOP_CanEngShtdwnOvrdSwt),DIRECT
EIP_CanEngTqLimReqMaxCntns,RESOLVED,0x4000DA09 (EIP_CanEngTqLimReqMaxCntns),DIRECT
EIP_CanEngAuxShtdwnSwt,RESOLVED,0x4000E16D (EIP_CanEngAuxShtdwnSwt),DIRECT
EIP_CanEstimdEngParasiticTq,RESOLVED,0x4000E11D (EIP_CanEstimdEngParasiticTq),DIRECT
EMS_bTranCrsCtrlToOvspd,RESOLVED,0x4000E024 (EMS_bTranCrsCtrlToOvspd),DIRECT
WgC_bAcvSurgeLim,RESOLVED,0x4000DE04 (WgC_bAcvSurgeLim),DIRECT
WgC_WgtClsLoopEna,RESOLVED,0x4000E11E (WgC_WgtClsLoopEna),DIRECT
WM_bTOilUndEna,RESOLVED,0x4000E922 (WM_bTOilUndEna),DIRECT
WM_bErrTOilUndLvl1,RESOLVED,0x4000DEB4 (WM_bErrTOilUndLvl1),DIRECT
WM_bErrTOilUndLvl2,RESOLVED,0x4000E995 (WM_bErrTOilUndLvl2),DIRECT
WM_bErrTOilUndLvl3,RESOLVED,0x4000D9B0 (WM_bErrTOilUndLvl3),DIRECT
WM_bErrTOilUnd,RESOLVED,0x4000E178 (WM_bErrTOilUnd),DIRECT
WM_bTOilOvEna,RESOLVED,0x4000E78B (WM_bTOilOvEna),DIRECT
WM_bErrTOilOvLvl1,RESOLVED,0x4000DC10 (WM_bErrTOilOvLvl1),DIRECT
WM_bErrTOilOvLvl2,RESOLVED,0x4000DC11 (WM_bErrTOilOvLvl2),DIRECT
WM_bErrTOilOvLvl3,RESOLVED,0x4000E2AC (WM_bErrTOilOvLvl3),DIRECT
WM_bErrTOilOv,RESOLVED,0x4000E669 (WM_bErrTOilOv),DIRECT
WM_bTFuOvEna,RESOLVED,0x4000D905 (WM_bTFuOvEna),DIRECT
WM_bErrTFuOvLvl1,RESOLVED,0x4000E3BF (WM_bErrTFuOvLvl1),DIRECT
WM_bErrTFuOvLvl2,RESOLVED,0x4000E3C0 (WM_bErrTFuOvLvl2),DIRECT
WM_bErrTFuOvLvl3,RESOLVED,0x4000E3C1 (WM_bErrTFuOvLvl3),DIRECT
WM_bErrTFuOv,RESOLVED,0x4000E0F1 (WM_bErrTFuOv),DIRECT
WM_bTEcuEna,RESOLVED,0x4000DAEC (WM_bTEcuEna),DIRECT
WM_bErrTEcuLvl1,RESOLVED,0x4000D888 (WM_bErrTEcuLvl1),DIRECT
WM_bErrTEcuLvl2,RESOLVED,0x4000D889 (WM_bErrTEcuLvl2),DIRECT
WM_bErrTEcuLvl3,RESOLVED,0x4000D88A (WM_bErrTEcuLvl3),DIRECT
WM_bErrTEcu,RESOLVED,0x4000DD95 (WM_bErrTEcu),DIRECT
WM_bTCooltUndEna,RESOLVED,0x4000E06E (WM_bTCooltUndEna),DIRECT
WM_bErrTCooltUndLvl1,RESOLVED,0x4000E569 (WM_bErrTCooltUndLvl1),DIRECT
WM_bErrTCooltUndLvl2,RESOLVED,0x4000E56B (WM_bErrTCooltUndLvl2),DIRECT
WM_bErrTCooltUndLvl3,RESOLVED,0x4000DEB8 (WM_bErrTCooltUndLvl3),DIRECT
WM_bErrTCooltUnd,RESOLVED,0x4000E275 (WM_bErrTCooltUnd),DIRECT
WM_bTCooltOvEna,RESOLVED,0x4000E254 (WM_bTCooltOvEna),DIRECT
WM_bErrTCooltOvLvl1,RESOLVED,0x4000E98C (WM_bErrTCooltOvLvl1),DIRECT
WM_bErrTCooltOvLvl2,RESOLVED,0x4000E281 (WM_bErrTCooltOvLvl2),DIRECT
WM_bErrTCooltOvLvl3,RESOLVED,0x4000E282 (WM_bErrTCooltOvLvl3),DIRECT
WM_bErrTCooltOv,RESOLVED,0x4000D91B (WM_bErrTCooltOv),DIRECT
WM_bTAmbAirUndEna,RESOLVED,0x4000DC18 (WM_bTAmbAirUndEna),DIRECT
WM_bErrTAmbAirUndLvl1,RESOLVED,0x4000E684 (WM_bErrTAmbAirUndLvl1),DIRECT
WM_bErrTAmbAirUndLvl2,RESOLVED,0x4000E685 (WM_bErrTAmbAirUndLvl2),DIRECT
WM_bErrTAmbAirUndLvl3,RESOLVED,0x4000DF76 (WM_bErrTAmbAirUndLvl3),DIRECT
WM_bErrTAmbAirUnd,RESOLVED,0x4000E780 (WM_bErrTAmbAirUnd),DIRECT
WM_bTAmbAirOvEna,RESOLVED,0x4000E62C (WM_bTAmbAirOvEna),DIRECT
WM_bErrTAmbAirOvLvl1,RESOLVED,0x4000E46C (WM_bErrTAmbAirOvLvl1),DIRECT
WM_bErrTAmbAirOvLvl2,RESOLVED,0x4000DE9C (WM_bErrTAmbAirOvLvl2),DIRECT
WM_bErrTAmbAirOvLvl3,RESOLVED,0x4000DE9D (WM_bErrTAmbAirOvLvl3),DIRECT
WM_bErrTAmbAirOv,RESOLVED,0x4000E1A9 (WM_bErrTAmbAirOv),DIRECT
WM_bTAirBoostUndEna,RESOLVED,0x4000E088 (WM_bTAirBoostUndEna),DIRECT
WM_bErrTAirBoostUndLvl1,RESOLVED,0x4000E921 (WM_bErrTAirBoostUndLvl1),DIRECT
WM_bErrTAirBoostUndLvl2,RESOLVED,0x4000E4CC (WM_bErrTAirBoostUndLvl2),DIRECT
WM_bErrTAirBoostUndLvl3,RESOLVED,0x4000E923 (WM_bErrTAirBoostUndLvl3),DIRECT
WM_bErrTAirBoostUnd,RESOLVED,0x4000E6E8 (WM_bErrTAirBoostUnd),DIRECT
WM_bTAirBoostOvEna,RESOLVED,0x4000E539 (WM_bTAirBoostOvEna),DIRECT
WM_bErrTAirBoostOvLvl1,RESOLVED,0x4000E488 (WM_bErrTAirBoostOvLvl1),DIRECT
WM_bErrTAirBoostOvLvl2,RESOLVED,0x4000E330 (WM_bErrTAirBoostOvLvl2),DIRECT
WM_bErrTAirBoostOvLvl3,RESOLVED,0x4000E48A (WM_bErrTAirBoostOvLvl3),DIRECT
WM_bErrTAirBoostOv,RESOLVED,0x4000D824 (WM_bErrTAirBoostOv),DIRECT
WM_bNEngOverThdRTN,RESOLVED,0x4000E14C (WM_bNEngOverThdRTN),DIRECT
WM_bErrComb1,RESOLVED,0x4000E648 (WM_bErrComb1),DIRECT
WM_bErrComb2,RESOLVED,0x4000E686 (WM_bErrComb2),DIRECT
WM_bErrComb3,RESOLVED,0x4000E687 (WM_bErrComb3),DIRECT
WM_bErrComb4,RESOLVED,0x4000E688 (WM_bErrComb4),DIRECT
WM_bErrComb5,RESOLVED,0x4000E689 (WM_bErrComb5),DIRECT
WM_bAcvAmberWarn,RESOLVED,0x4000DB6E (WM_bAcvAmberWarn),DIRECT
WM_bAcvRednLvl1,RESOLVED,0x4000DED8 (WM_bAcvRednLvl1),DIRECT
WM_bAcvRednLvl2,RESOLVED,0x4000DED9 (WM_bAcvRednLvl2),DIRECT
WM_bAcvLimp,RESOLVED,0x4000DB1C (WM_bAcvLimp),DIRECT
WM_bAcvEmgcyShtdwnLamp,RESOLVED,0x4000DC30 (WM_bAcvEmgcyShtdwnLamp),DIRECT
WM_bAcvEmgcyShtdwn,RESOLVED,0x4000E06B (WM_bAcvEmgcyShtdwn),DIRECT
WM_bAcvErrInjrShtdwnRctn,RESOLVED,0x4000DFA4 (WM_bAcvErrInjrShtdwnRctn),DIRECT
WM_bAcvErrCamCrankTotLossRctn,RESOLVED,0x4000E2D5 (WM_bAcvErrCamCrankTotLossRctn),DIRECT
WM_bAcvErrEmgcyShtdwnForOvspdRctn,RESOLVED,0x4000E84C (WM_bAcvErrEmgcyShtdwnForOvspdRctn),DIRECT
WM_bAcvErrPRailNotCtldMsgRctn,RESOLVED,0x4000D9EC (WM_bAcvErrPRailNotCtldMsgRctn),DIRECT
WM_bAcvFlgOfWtrInFuRctn,RESOLVED,0x4000D85C (WM_bAcvFlgOfWtrInFuRctn),DIRECT
WM_bActvLimpRctn,RESOLVED,0x4000DB32 (WM_bActvLimpRctn),DIRECT
WM_bAcvErrComb5Rctn,RESOLVED,0x4000E06F (WM_bAcvErrComb5Rctn),DIRECT
WM_bAcvErrComb4Rctn,RESOLVED,0x4000E070 (WM_bAcvErrComb4Rctn),DIRECT
WM_bAcvErrComb3Rctn,RESOLVED,0x4000E595 (WM_bAcvErrComb3Rctn),DIRECT
WM_bAcvErrComb2Rctn,RESOLVED,0x4000E87D (WM_bAcvErrComb2Rctn),DIRECT
WM_bAcvErrComb1Rctn,RESOLVED,0x4000D9A8 (WM_bAcvErrComb1Rctn),DIRECT
WM_bErrPRailOv,RESOLVED,0x4000DD96 (WM_bErrPRailOv),DIRECT
WM_bErrPRailUnd,RESOLVED,0x4000D8C9 (WM_bErrPRailUnd),DIRECT
WM_bTiAcvWarnPRailNotCtldDeb,RESOLVED,0x4000E6AC (WM_bTiAcvWarnPRailNotCtldDeb),DIRECT
WM_bPRailNotCtldMsg,RESOLVED,0x4000E211 (WM_bPRailNotCtldMsg),DIRECT
WM_bPRailUndEna,RESOLVED,0x4000E732 (WM_bPRailUndEna),DIRECT
WM_bErrPRailUndLvl1,RESOLVED,0x4000E8CD (WM_bErrPRailUndLvl1),DIRECT
WM_bErrPRailUndLvl2,RESOLVED,0x4000E8CE (WM_bErrPRailUndLvl2),DIRECT
WM_bErrPRailUndLvl3,RESOLVED,0x4000E8CF (WM_bErrPRailUndLvl3),DIRECT
WM_bPRailOvEna,RESOLVED,0x4000E818 (WM_bPRailOvEna),DIRECT
WM_bErrPRailOvLvl1,RESOLVED,0x4000E7C7 (WM_bErrPRailOvLvl1),DIRECT
WM_bErrPRailOvLvl2,RESOLVED,0x4000E7C8 (WM_bErrPRailOvLvl2),DIRECT
WM_bErrPRailOvLvl3,RESOLVED,0x4000E404 (WM_bErrPRailOvLvl3),DIRECT
WM_bPOilUndEna,RESOLVED,0x4000E774 (WM_bPOilUndEna),DIRECT
WM_bErrPOilUndLvl1,RESOLVED,0x4000E594 (WM_bErrPOilUndLvl1),DIRECT
WM_bErrPOilUndLvl2,RESOLVED,0x4000E53A (WM_bErrPOilUndLvl2),DIRECT
WM_bErrPOilUndLvl3,RESOLVED,0x4000E53B (WM_bErrPOilUndLvl3),DIRECT
WM_bErrPOilUnd,RESOLVED,0x4000E115 (WM_bErrPOilUnd),DIRECT
WM_bPOilOvEna,RESOLVED,0x4000E984 (WM_bPOilOvEna),DIRECT
WM_bErrPOilOvLvl1,RESOLVED,0x4000DCD0 (WM_bErrPOilOvLvl1),DIRECT
WM_bErrPOilOvLvl2,RESOLVED,0x4000DCD1 (WM_bErrPOilOvLvl2),DIRECT
WM_bErrPOilOvLvl3,RESOLVED,0x4000DCD2 (WM_bErrPOilOvLvl3),DIRECT
WM_bErrPOilOv,RESOLVED,0x4000D8A5 (WM_bErrPOilOv),DIRECT
WM_bPFuUndEna,RESOLVED,0x4000E17A (WM_bPFuUndEna),DIRECT
WM_bErrPFuUndLvl1,RESOLVED,0x4000E181 (WM_bErrPFuUndLvl1),DIRECT
WM_bErrPFuUndLvl2,RESOLVED,0x4000D910 (WM_bErrPFuUndLvl2),DIRECT
WM_bErrPFuUndLvl3,RESOLVED,0x4000DDBC (WM_bErrPFuUndLvl3),DIRECT
WM_bErrPFuUnd,RESOLVED,0x4000E760 (WM_bErrPFuUnd),DIRECT
WM_bPFuOvEna,RESOLVED,0x4000DFA5 (WM_bPFuOvEna),DIRECT
WM_bErrPFuOvLvl1,RESOLVED,0x4000E5DE (WM_bErrPFuOvLvl1),DIRECT
WM_bErrPFuOvLvl2,RESOLVED,0x4000E5DF (WM_bErrPFuOvLvl2),DIRECT
WM_bErrPFuOvLvl3,RESOLVED,0x4000E5E0 (WM_bErrPFuOvLvl3),DIRECT
WM_bErrPFuOv,RESOLVED,0x4000DA48 (WM_bErrPFuOv),DIRECT
WM_bPAmbAirUndEna,RESOLVED,0x4000DC21 (WM_bPAmbAirUndEna),DIRECT
WM_bErrPAmbAirUndLvl1,RESOLVED,0x4000D918 (WM_bErrPAmbAirUndLvl1),DIRECT
WM_bErrPAmbAirUndLvl2,RESOLVED,0x4000D919 (WM_bErrPAmbAirUndLvl2),DIRECT
WM_bErrPAmbAirUndLvl3,RESOLVED,0x4000D91A (WM_bErrPAmbAirUndLvl3),DIRECT
WM_bErrPAmbAirUnd,RESOLVED,0x4000E2B1 (WM_bErrPAmbAirUnd),DIRECT
WM_bPAmbAirOvEna,RESOLVED,0x4000E339 (WM_bPAmbAirOvEna),DIRECT
WM_bErrPAmbAirOvLvl1,RESOLVED,0x4000DE9F (WM_bErrPAmbAirOvLvl1),DIRECT
WM_bErrPAmbAirOvLvl2,RESOLVED,0x4000DEA0 (WM_bErrPAmbAirOvLvl2),DIRECT
WM_bErrPAmbAirOvLvl3,RESOLVED,0x4000DEA1 (WM_bErrPAmbAirOvLvl3),DIRECT
WM_bErrPAmbAirOv,RESOLVED,0x4000E37C (WM_bErrPAmbAirOv),DIRECT
WM_bPAirBoostUndEna,RESOLVED,0x4000D84D (WM_bPAirBoostUndEna),DIRECT
WM_bErrPAirBoostUndLvl1,RESOLVED,0x4000E425 (WM_bErrPAirBoostUndLvl1),DIRECT
WM_bErrPAirBoostUndLvl2,RESOLVED,0x4000E30C (WM_bErrPAirBoostUndLvl2),DIRECT
WM_bErrPAirBoostUndLvl3,RESOLVED,0x4000E30D (WM_bErrPAirBoostUndLvl3),DIRECT
WM_bErrPAirBoostUnd,RESOLVED,0x4000DFF4 (WM_bErrPAirBoostUnd),DIRECT
WM_bPAirBoostOvEna,RESOLVED,0x4000E974 (WM_bPAirBoostOvEna),DIRECT
WM_bErrPAirBoostOvLvl1,RESOLVED,0x4000DE13 (WM_bErrPAirBoostOvLvl1),DIRECT
WM_bErrPAirBoostOvLvl2,RESOLVED,0x4000E2DB (WM_bErrPAirBoostOvLvl2),DIRECT
WM_bErrPAirBoostOvLvl3,RESOLVED,0x4000E929 (WM_bErrPAirBoostOvLvl3),DIRECT
WM_bErrPAirBoostOv,RESOLVED,0x4000E550 (WM_bErrPAirBoostOv),DIRECT
WM_bErrLvlOilSnsrLimp,RESOLVED,0x4000E31D (WM_bErrLvlOilSnsrLimp),DIRECT
WM_bErrTFuSnsrLimp,RESOLVED,0x4000DD94 (WM_bErrTFuSnsrLimp),DIRECT
WM_bErrTAirBoostSnsrLimp,RESOLVED,0x4000DA1C (WM_bErrTAirBoostSnsrLimp),DIRECT
WM_bErrTAmbAirSnsrLimp,RESOLVED,0x4000E41C (WM_bErrTAmbAirSnsrLimp),DIRECT
WM_bErrPFuSnsrLimp,RESOLVED,0x4000D8EB (WM_bErrPFuSnsrLimp),DIRECT
WM_bErrPAmbAirSnsrLimp,RESOLVED,0x4000DDB0 (WM_bErrPAmbAirSnsrLimp),DIRECT
WM_bErrPAirBoostSnsrLimp,RESOLVED,0x4000DC12 (WM_bErrPAirBoostSnsrLimp),DIRECT
WM_bErrTEcuLimp,RESOLVED,0x4000E072 (WM_bErrTEcuLimp),DIRECT
WM_bErrUClmp30SnsrLimp,RESOLVED,0x4000E038 (WM_bErrUClmp30SnsrLimp),DIRECT
WM_bErrWgLimp,RESOLVED,0x4000E994 (WM_bErrWgLimp),DIRECT
WM_bErrPOilSnsrLimp,RESOLVED,0x4000DD40 (WM_bErrPOilSnsrLimp),DIRECT
WM_bErrTOilSnsrLimp,RESOLVED,0x4000E3E4 (WM_bErrTOilSnsrLimp),DIRECT
WM_bErrTCooltSnsrLimp,RESOLVED,0x4000DA98 (WM_bErrTCooltSnsrLimp),DIRECT
WM_bAcvLimpRctn,RESOLVED,0x4000DA60 (WM_bAcvLimpRctn),DIRECT
WM_bLvlOilUndEna,RESOLVED,0x4000DEEC (WM_bLvlOilUndEna),DIRECT
WM_bErrLvlOilUndLvl1,RESOLVED,0x4000DCA4 (WM_bErrLvlOilUndLvl1),DIRECT
WM_bErrLvlOilUndLvl2,RESOLVED,0x4000DCA5 (WM_bErrLvlOilUndLvl2),DIRECT
WM_bErrLvlOilUndLvl3,RESOLVED,0x4000DCA6 (WM_bErrLvlOilUndLvl3),DIRECT
WM_bErrLvlOilUnd,RESOLVED,0x4000DC75 (WM_bErrLvlOilUnd),DIRECT
WM_bErrCylMisfEna,RESOLVED,0x4000E6DA (WM_bErrCylMisfEna),DIRECT
WM_bErrCylMisfLvl1,RESOLVED,0x4000DC88 (WM_bErrCylMisfLvl1),DIRECT
WM_bErrCylMisfLvl2,RESOLVED,0x4000DE66 (WM_bErrCylMisfLvl2),DIRECT
WM_bErrCylMisfLvl3,RESOLVED,0x4000DC90 (WM_bErrCylMisfLvl3),DIRECT
WM_bErrCylMisf,RESOLVED,0x4000E88E (WM_bErrCylMisf),DIRECT
WM_bUClmp30UndEna,RESOLVED,0x4000DF41 (WM_bUClmp30UndEna),DIRECT
WM_bErrUClmp30UndLvl1,RESOLVED,0x4000D9D8 (WM_bErrUClmp30UndLvl1),DIRECT
WM_bErrUClmp30UndLvl2,RESOLVED,0x4000D9D9 (WM_bErrUClmp30UndLvl2),DIRECT
WM_bErrUClmp30UndLvl3,RESOLVED,0x4000D9DA (WM_bErrUClmp30UndLvl3),DIRECT
WM_bErrUClmp30Und,RESOLVED,0x4000E7BD (WM_bErrUClmp30Und),DIRECT
WM_bUClmp30OvEna,RESOLVED,0x4000E1D8 (WM_bUClmp30OvEna),DIRECT
WM_bErrUClmp30OvLvl1,RESOLVED,0x4000E164 (WM_bErrUClmp30OvLvl1),DIRECT
WM_bErrUClmp30OvLvl2,RESOLVED,0x4000E165 (WM_bErrUClmp30OvLvl2),DIRECT
WM_bErrUClmp30OvLvl3,RESOLVED,0x4000E768 (WM_bErrUClmp30OvLvl3),DIRECT
WM_bErrUClmp30Ov,RESOLVED,0x4000DBC0 (WM_bErrUClmp30Ov),DIRECT
WM_bNEngOverThd1,RESOLVED,0x4000D8C4 (WM_bNEngOverThd1),DIRECT
WM_bNEngOverThd2,RESOLVED,0x4000D8C5 (WM_bNEngOverThd2),DIRECT
WM_bNEngOverThd3,RESOLVED,0x4000D8C6 (WM_bNEngOverThd3),DIRECT
WM_bNEngOverThd4,RESOLVED,0x4000D8C7 (WM_bNEngOverThd4),DIRECT
WM_bNEngOverThd5,RESOLVED,0x4000D8C8 (WM_bNEngOverThd5),DIRECT
WM_bNEngOverThd6,RESOLVED,0x4000DB6C (WM_bNEngOverThd6),DIRECT
WM_bNEngOverThd7,RESOLVED,0x4000D8CA (WM_bNEngOverThd7),DIRECT
TL_bEnaTmrNEngAcvForTCoolt,RESOLVED,0x4000E3E5 (TL_bEnaTmrNEngAcvForTCoolt),DIRECT
TL_bComplDebNEngAcvForTCoolt,RESOLVED,0x4000E71A (TL_bComplDebNEngAcvForTCoolt),DIRECT
TL_bEnaTmrNEngAcvForTFu,RESOLVED,0x4000E344 (TL_bEnaTmrNEngAcvForTFu),DIRECT
TL_bComplDebNEngAcvForTFu,RESOLVED,0x4000E549 (TL_bComplDebNEngAcvForTFu),DIRECT
TL_bEnaTmrNEngAcvForNExhTrbChrg,RESOLVED,0x4000E0E5 (TL_bEnaTmrNEngAcvForNExhTrbChrg),DIRECT
TL_bComplDebNEngAcvForNExhTrbChrg,RESOLVED,0x4000E048 (TL_bComplDebNEngAcvForNExhTrbChrg),DIRECT
TL_bEnaTmrNEngAcvForPAirBoost,RESOLVED,0x4000E794 (TL_bEnaTmrNEngAcvForPAirBoost),DIRECT
TL_bComplDebNEngAcvForPAirBoost,RESOLVED,0x4000E331 (TL_bComplDebNEngAcvForPAirBoost),DIRECT
TL_bErrTAirSnsr,RESOLVED,0x4000E6AD (TL_bErrTAirSnsr),DIRECT
TL_bEnaTmrNEngAcvForTAir,RESOLVED,0x4000E7D8 (TL_bEnaTmrNEngAcvForTAir),DIRECT
TL_bComplDebNEngAcvForTAir,RESOLVED,0x4000E86D (TL_bComplDebNEngAcvForTAir),DIRECT
TL_bEnaTmrNEngAcvForPAirAmb,RESOLVED,0x4000E8F4 (TL_bEnaTmrNEngAcvForPAirAmb),DIRECT
TL_bComplDebNEngAcvForPAirAmb,RESOLVED,0x4000DB79 (TL_bComplDebNEngAcvForPAirAmb),DIRECT
TL_bEnaTmrNEngAcvForTOil,RESOLVED,0x4000E46E (TL_bEnaTmrNEngAcvForTOil),DIRECT
TL_bComplDebNEngAcvForTOil,RESOLVED,0x4000E508 (TL_bComplDebNEngAcvForTOil),DIRECT
TrC_CdnSmokeLim,RESOLVED,0x4000DC09 (TrC_CdnSmokeLim),DIRECT
SC_bEngNotTurnCompTi,RESOLVED,0x4000E4B0 (SC_bEngNotTurnCompTi),DIRECT
SC_bAcvStrtOvrHeatProtn,RESOLVED,0x4000E728 (SC_bAcvStrtOvrHeatProtn),DIRECT
SC_NEngRunDeacThd,RESOLVED,0x4000E2C5 (SC_NEngRunDeacThd),DIRECT
SC_bNEngRunDeacThd,RESOLVED,0x4000E39C (SC_bNEngRunDeacThd),DIRECT
SC_NEngStrtrInhThd,RESOLVED,0x4000DA28 (SC_NEngStrtrInhThd),DIRECT
SC_bNEngStrtrInhThd,RESOLVED,0x4000DE12 (SC_bNEngStrtrInhThd),DIRECT
SC_bAcvEngRunng,RESOLVED,0x4000E170 (SC_bAcvEngRunng),DIRECT
